Time  1 - default sample rate [s]	Rods pressure [bar]	Shell_0_L [µm/m]	Shell_0_Z [µm/m]	Shell_1_L [µm/m]	Shell_1_Z [µm/m]	Shell_2_L [µm/m]	Shell_2_Z [µm/m]	Shell_3_L [µm/m]	Shell_3_Z [µm/m]	Shell_4_Z [µm/m]	Shell_5_L [µm/m]	Shell_5_Z [µm/m]	Coil_1_Th2_up [µm/m]	Coil_1_Th3_up [µm/m]	Rod_1_TC [µm/m]	Rod_2_TC [µm/m]
207.20	1.147	-526.03	1035.7	-476.77	1152.3	-268.17	-413.75	-398.92	971.42	1162.9	-176.42	-12.51	43.07	-180.86	77.43	114.00	
207.30	1.147	-526.05	1035.7	-476.79	1152.3	-268.15	-413.78	-398.95	971.38	1162.9	-176.40	-12.53	43.11	-180.87	77.44	113.99	
207.40	1.149	-526.01	1035.6	-476.87	1152.3	-268.14	-413.85	-398.89	971.40	1162.9	-176.44	-12.57	43.09	-180.89	77.46	114.00	
207.50	1.150	-525.90	1035.7	-476.87	1152.3	-268.16	-413.88	-398.83	971.42	1162.8	-176.51	-12.57	43.08	-180.86	77.45	113.97	
207.60	1.150	-525.92	1035.7	-476.84	1152.3	-268.19	-413.87	-398.81	971.32	1162.8	-176.55	-12.57	43.04	-180.82	77.44	113.97	
207.70	1.150	-525.98	1035.7	-476.82	1152.3	-268.18	-413.88	-398.83	971.29	1162.8	-176.56	-12.58	43.03	-180.81	77.43	113.98	
207.80	1.153	-526.01	1035.7	-476.79	1152.3	-268.21	-413.84	-398.86	971.35	1162.8	-176.51	-12.57	43.08	-180.81	77.44	113.98	
207.90	1.153	-525.98	1035.8	-476.80	1152.3	-268.18	-413.73	-398.86	971.36	1162.9	-176.45	-12.48	43.11	-180.80	77.46	113.98	
208.00	1.151	-525.91	1035.8	-476.80	1152.3	-268.12	-413.71	-398.85	971.34	1162.9	-176.47	-12.46	43.14	-180.80	77.48	113.97	
208.10	1.148	-525.90	1035.7	-476.81	1152.3	-268.15	-413.73	-398.83	971.38	1162.9	-176.52	-12.52	43.14	-180.80	77.48	113.95	
208.20	1.148	-525.95	1035.6	-476.87	1152.3	-268.21	-413.76	-398.86	971.41	1162.9	-176.54	-12.54	43.11	-180.78	77.46	113.95	
208.30	1.148	-525.98	1035.6	-476.88	1152.4	-268.22	-413.74	-398.90	971.41	1162.9	-176.53	-12.50	43.08	-180.81	77.45	113.97	
208.40	1.147	-526.03	1035.6	-476.84	1152.3	-268.20	-413.73	-398.86	971.41	1162.9	-176.53	-12.50	43.07	-180.80	77.45	113.97	
208.50	1.147	-526.05	1035.6	-476.84	1152.3	-268.24	-413.78	-398.85	971.39	1162.9	-176.54	-12.49	43.05	-180.78	77.46	113.96	
208.60	1.149	-526.02	1035.6	-476.87	1152.3	-268.25	-413.86	-398.85	971.39	1162.8	-176.55	-12.48	43.04	-180.76	77.45	113.96	
208.70	1.149	-525.98	1035.6	-476.81	1152.3	-268.14	-413.85	-398.85	971.47	1162.9	-176.55	-12.42	43.04	-180.80	77.45	113.96	
208.80	1.149	-525.97	1035.7	-476.77	1152.4	-268.09	-413.78	-398.83	971.46	1162.9	-176.51	-12.35	43.10	-180.81	77.43	113.97	
208.90	1.150	-525.99	1035.8	-476.77	1152.4	-268.10	-413.76	-398.85	971.42	1163.0	-176.51	-12.36	43.14	-180.81	77.44	113.97	
209.00	1.150	-526.05	1035.7	-476.76	1152.4	-268.16	-413.79	-398.89	971.42	1162.9	-176.58	-12.43	43.10	-180.82	77.46	113.96	
209.10	1.149	-526.10	1035.6	-476.82	1152.3	-268.23	-413.85	-398.94	971.40	1162.9	-176.60	-12.46	43.04	-180.82	77.47	113.95	
209.20	1.149	-526.10	1035.6	-476.91	1152.3	-268.29	-413.87	-398.95	971.40	1162.9	-176.51	-12.39	43.08	-180.78	77.46	113.93	
209.30	1.148	-526.08	1035.6	-476.93	1152.3	-268.29	-413.82	-398.94	971.40	1162.9	-176.48	-12.37	43.10	-180.77	77.44	113.93	
209.40	1.149	-526.05	1035.6	-476.86	1152.3	-268.20	-413.75	-398.88	971.39	1162.8	-176.50	-12.42	43.08	-180.79	77.44	113.96	
209.50	1.149	-526.05	1035.6	-476.84	1152.3	-268.16	-413.76	-398.83	971.40	1162.8	-176.54	-12.49	43.02	-180.87	77.44	113.97	
209.60	1.149	-526.03	1035.6	-476.88	1152.4	-268.19	-413.80	-398.87	971.39	1162.8	-176.53	-12.44	43.02	-180.91	77.44	113.96	
209.70	1.149	-526.03	1035.6	-476.90	1152.3	-268.20	-413.84	-398.93	971.40	1162.9	-176.50	-12.41	43.04	-180.91	77.43	113.97	
209.80	1.150	-526.02	1035.6	-476.84	1152.3	-268.17	-413.89	-399.04	971.44	1162.8	-176.44	-12.49	43.05	-180.89	77.42	113.97	
209.90	1.149	-526.01	1035.5	-476.83	1152.3	-268.18	-413.91	-399.06	971.45	1162.8	-176.43	-12.52	43.04	-180.87	77.42	113.97	
210.00	1.149	-525.98	1035.6	-476.83	1152.3	-268.16	-413.84	-398.90	971.49	1162.8	-176.46	-12.52	43.05	-180.84	77.42	113.97	
210.10	1.150	-525.89	1035.6	-476.80	1152.3	-268.13	-413.78	-398.83	971.55	1162.8	-176.48	-12.53	43.07	-180.85	77.41	113.96	
210.20	1.149	-525.83	1035.7	-476.78	1152.3	-268.15	-413.78	-398.85	971.54	1162.9	-176.47	-12.50	43.10	-180.84	77.40	113.96	
210.30	1.149	-525.90	1035.7	-476.78	1152.3	-268.21	-413.76	-398.88	971.47	1162.9	-176.41	-12.43	43.10	-180.81	77.42	113.97	
210.40	1.149	-525.98	1035.7	-476.75	1152.3	-268.20	-413.78	-398.87	971.42	1162.9	-176.35	-12.40	43.05	-180.81	77.43	113.97	
210.50	1.148	-526.04	1035.7	-476.75	1152.3	-268.23	-413.84	-398.88	971.42	1162.9	-176.34	-12.36	43.02	-180.82	77.43	113.96	
210.60	1.149	-526.08	1035.7	-476.76	1152.3	-268.30	-413.86	-398.94	971.41	1162.9	-176.42	-12.31	43.01	-180.81	77.43	113.95	
210.70	1.149	-526.05	1035.6	-476.74	1152.3	-268.29	-413.82	-398.99	971.38	1162.8	-176.44	-12.36	43.03	-180.81	77.41	113.94	
210.80	1.149	-525.94	1035.7	-476.73	1152.2	-268.25	-413.75	-398.91	971.40	1162.7	-176.43	-12.42	43.07	-180.80	77.40	113.95	
210.90	1.150	-525.91	1035.7	-476.74	1152.2	-268.25	-413.70	-398.82	971.46	1162.7	-176.45	-12.45	43.10	-180.81	77.40	113.96	
211.00	1.150	-525.90	1035.7	-476.76	1152.3	-268.27	-413.70	-398.75	971.45	1162.7	-176.45	-12.46	43.12	-180.79	77.42	113.95	
211.10	1.149	-525.91	1035.7	-476.79	1152.3	-268.24	-413.75	-398.79	971.45	1162.8	-176.48	-12.45	43.11	-180.74	77.43	113.93	
211.20	1.149	-525.94	1035.7	-476.83	1152.3	-268.22	-413.79	-398.87	971.49	1162.8	-176.51	-12.47	43.10	-180.73	77.42	113.94	
211.30	1.149	-525.95	1035.7	-476.83	1152.3	-268.25	-413.85	-398.90	971.49	1162.8	-176.51	-12.45	43.07	-180.75	77.41	113.95	
211.40	1.149	-525.96	1035.7	-476.81	1152.2	-268.31	-413.83	-398.94	971.44	1162.7	-176.51	-12.40	43.05	-180.76	77.40	113.95	
211.50	1.149	-526.00	1035.6	-476.78	1152.2	-268.31	-413.78	-398.96	971.42	1162.8	-176.49	-12.39	43.04	-180.76	77.40	113.93	
211.60	1.148	-526.00	1035.6	-476.77	1152.3	-268.27	-413.76	-398.94	971.40	1162.8	-176.43	-12.43	43.10	-180.76	77.37	113.92	
211.70	1.149	-525.97	1035.7	-476.78	1152.4	-268.24	-413.76	-398.93	971.42	1162.8	-176.38	-12.44	43.16	-180.77	77.36	113.94	
211.80	1.150	-525.91	1035.8	-476.80	1152.4	-268.22	-413.78	-398.91	971.44	1162.9	-176.38	-12.46	43.15	-180.80	77.38	113.95	
211.90	1.149	-525.91	1035.8	-476.81	1152.4	-268.17	-413.78	-398.87	971.41	1162.9	-176.49	-12.48	43.10	-180.77	77.40	113.94	
212.00	1.149	-525.94	1035.7	-476.89	1152.3	-268.18	-413.81	-398.88	971.37	1162.8	-176.56	-12.51	43.10	-180.74	77.40	113.94	
212.10	1.150	-525.93	1035.6	-476.87	1152.3	-268.17	-413.78	-398.87	971.37	1162.8	-176.52	-12.53	43.11	-180.74	77.40	113.95	
212.20	1.149	-525.94	1035.6	-476.77	1152.2	-268.16	-413.70	-398.84	971.34	1162.8	-176.49	-12.51	43.09	-180.75	77.42	113.96	
212.30	1.149	-526.00	1035.6	-476.77	1152.3	-268.17	-413.72	-398.83	971.38	1162.8	-176.50	-12.48	43.07	-180.77	77.44	113.95	
212.40	1.148	-525.99	1035.6	-476.82	1152.3	-268.19	-413.76	-398.90	971.40	1162.8	-176.47	-12.42	43.09	-180.81	77.44	113.89	
212.50	1.148	-525.97	1035.7	-476.83	1152.4	-268.20	-413.78	-398.93	971.36	1162.8	-176.45	-12.38	43.09	-180.80	77.41	113.87	
212.60	1.149	-526.00	1035.7	-476.82	1152.3	-268.25	-413.79	-398.96	971.32	1162.7	-176.49	-12.44	43.06	-180.79	77.38	113.89	
212.70	1.148	-526.00	1035.7	-476.81	1152.3	-268.28	-413.84	-398.87	971.31	1162.7	-176.52	-12.45	43.03	-180.82	77.37	113.91	
212.80	1.147	-526.00	1035.6	-476.80	1152.3	-268.27	-413.90	-398.77	971.35	1162.8	-176.50	-12.44	43.05	-180.87	77.37	113.89	
212.90	1.149	-525.99	1035.6	-476.79	1152.3	-268.21	-413.92	-398.81	971.38	1162.8	-176.49	-12.48	43.08	-180.87	77.36	113.91	
213.00	1.149	-526.00	1035.7	-476.81	1152.3	-268.12	-413.92	-398.90	971.41	1162.8	-176.52	-12.51	43.10	-180.87	77.35	113.94	
213.10	1.148	-526.03	1035.7	-476.88	1152.2	-268.15	-413.88	-398.92	971.44	1162.9	-176.54	-12.46	43.05	-180.87	77.34	113.95	
213.20	1.149	-526.05	1035.7	-476.88	1152.2	-268.21	-413.82	-398.91	971.44	1162.8	-176.51	-12.37	43.00	-180.86	77.36	113.94	
213.30	1.150	-526.06	1035.6	-476.85	1152.2	-268.24	-413.79	-398.92	971.45	1162.8	-176.48	-12.38	42.99	-180.85	77.38	113.94	
213.40	1.149	-526.02	1035.6	-476.83	1152.3	-268.22	-413.73	-398.93	971.49	1162.9	-176.48	-12.45	43.01	-180.82	77.39	113.95	
213.50	1.149	-526.00	1035.7	-476.86	1152.3	-268.19	-413.72	-398.91	971.48	1162.9	-176.56	-12.47	43.05	-180.85	77.39	113.95	
213.60	1.147	-526.05	1035.6	-476.86	1152.4	-268.25	-413.79	-398.90	971.41	1162.9	-176.61	-12.46	43.04	-180.89	77.35	113.94	
213.70	1.148	-526.06	1035.6	-476.82	1152.4	-268.29	-413.81	-398.92	971.36	1162.8	-176.59	-12.45	43.01	-180.89	77.31	113.94	
213.80	1.149	-526.03	1035.6	-476.74	1152.3	-268.33	-413.85	-398.93	971.32	1162.8	-176.49	-12.45	43.01	-180.87	77.28	113.97	
213.90	1.149	-525.99	1035.6	-476.74	1152.3	-268.29	-413.91	-398.88	971.33	1162.8	-176.42	-12.49	43.04	-180.85	77.28	113.98	
214.00	1.149	-526.02	1035.6	-476.79	1152.3	-268.23	-413.86	-398.86	971.34	1162.8	-176.46	-12.51	43.11	-180.81	77.28	114.00	
214.10	1.150	-526.05	1035.6	-476.85	1152.3	-268.22	-413.82	-398.88	971.36	1162.9	-176.53	-12.51	43.11	-180.80	77.24	114.04	
214.20	1.149	-526.06	1035.6	-476.90	1152.3	-268.24	-413.74	-398.90	971.36	1162.9	-176.58	-12.54	43.07	-180.83	77.25	114.03	
214.30	1.149	-525.99	1035.6	-476.84	1152.3	-268.22	-413.71	-398.88	971.36	1162.9	-176.60	-12.62	43.05	-180.80	77.36	113.93	
214.40	1.148	-525.95	1035.6	-476.72	1152.3	-268.21	-413.82	-398.87	971.36	1162.9	-176.55	-12.63	43.07	-180.77	77.39	113.87	
214.50	1.148	-525.94	1035.6	-476.65	1152.3	-268.22	-413.89	-398.85	971.35	1162.8	-176.52	-12.58	43.09	-180.77	77.40	113.87	
214.60	1.148	-525.98	1035.6	-476.65	1152.3	-268.14	-413.87	-398.80	971.37	1162.8	-176.44	-12.51	43.11	-180.76	77.41	113.85	
214.70	1.148	-525.98	1035.7	-476.70	1152.3	-268.06	-413.82	-398.83	971.37	1162.8	-176.39	-12.45	43.12	-180.78	77.39	113.83	
214.80	1.147	-526.00	1035.7	-476.70	1152.3	-268.08	-413.80	-398.91	971.39	1162.9	-176.48	-12.40	43.10	-180.83	77.38	113.86	
214.90	1.149	-526.03	1035.7	-476.72	1152.2	-268.14	-413.84	-398.92	971.40	1162.9	-176.55	-12.41	43.08	-180.85	77.38	113.86	
215.00	1.149	-526.08	1035.7	-476.78	1152.2	-268.22	-413.89	-398.89	971.39	1162.8	-176.53	-12.40	43.06	-180.86	77.38	113.85	
215.10	1.148	-526.10	1035.6	-476.86	1152.3	-268.26	-413.83	-398.87	971.36	1162.9	-176.46	-12.38	43.05	-180.85	77.36	113.87	
215.20	1.149	-526.06	1035.6	-476.89	1152.3	-268.25	-413.79	-398.81	971.42	1162.9	-176.50	-12.41	43.09	-180.84	77.35	113.89	
215.30	1.150	-526.01	1035.5	-476.86	1152.2	-268.25	-413.80	-398.81	971.45	1162.8	-176.54	-12.46	43.13	-180.86	77.35	113.89	
215.40	1.149	-525.99	1035.6	-476.82	1152.2	-268.20	-413.82	-398.84	971.42	1162.7	-176.59	-12.46	43.14	-180.88	77.37	113.87	
215.50	1.148	-526.01	1035.6	-476.79	1152.2	-268.13	-413.79	-398.86	971.40	1162.7	-176.56	-12.41	43.09	-180.89	77.40	113.86	
215.60	1.148	-526.02	1035.7	-476.76	1152.3	-268.12	-413.78	-398.84	971.41	1162.8	-176.45	-12.39	43.01	-180.89	77.41	113.88	
215.70	1.148	-526.01	1035.7	-476.72	1152.4	-268.10	-413.78	-398.80	971.41	1162.8	-176.40	-12.38	42.99	-180.87	77.37	113.90	
215.80	1.149	-526.02	1035.7	-476.71	1152.4	-268.11	-413.81	-398.83	971.40	1162.8	-176.42	-12.41	43.00	-180.83	77.32	113.91	
215.90	1.148	-526.02	1035.7	-476.78	1152.3	-268.16	-413.85	-398.91	971.40	1162.8	-176.45	-12.44	43.04	-180.81	77.27	113.95	
216.00	1.148	-525.99	1035.6	-476.80	1152.3	-268.22	-413.82	-398.89	971.43	1162.8	-176.51	-12.44	43.12	-180.82	77.23	113.97	
216.10	1.150	-525.96	1035.6	-476.76	1152.3	-268.20	-413.76	-398.87	971.42	1162.9	-176.54	-12.45	43.12	-180.85	77.28	113.92	
216.20	1.149	-525.92	1035.6	-476.71	1152.3	-268.18	-413.72	-398.84	971.41	1162.9	-176.52	-12.49	43.06	-180.87	77.38	113.86	
216.30	1.149	-525.96	1035.6	-476.73	1152.3	-268.27	-413.77	-398.82	971.40	1162.9	-176.52	-12.50	43.03	-180.87	77.43	113.84	
216.40	1.149	-526.00	1035.6	-476.81	1152.2	-268.27	-413.81	-398.88	971.40	1162.8	-176.51	-12.46	43.02	-180.83	77.42	113.86	
216.50	1.149	-525.99	1035.5	-476.89	1152.2	-268.23	-413.79	-398.94	971.43	1162.8	-176.50	-12.45	43.05	-180.82	77.43	113.88	
216.60	1.149	-526.00	1035.5	-476.98	1152.3	-268.25	-413.86	-398.97	971.41	1162.8	-176.46	-12.43	43.08	-180.83	77.46	113.87	
216.70	1.149	-526.03	1035.6	-476.93	1152.2	-268.32	-413.97	-398.95	971.38	1162.8	-176.40	-12.41	43.09	-180.85	77.44	113.86	
216.80	1.148	-526.07	1035.7	-476.86	1152.2	-268.31	-414.02	-398.90	971.35	1162.8	-176.39	-12.45	43.09	-180.87	77.31	113.88	
216.90	1.149	-526.07	1035.7	-476.85	1152.2	-268.29	-413.98	-398.86	971.35	1162.8	-176.42	-12.51	43.07	-180.90	77.26	113.87	
217.00	1.149	-525.99	1035.6	-476.85	1152.3	-268.28	-413.83	-398.87	971.40	1162.8	-176.46	-12.54	43.05	-180.87	77.27	113.84	
217.10	1.149	-525.96	1035.6	-476.79	1152.3	-268.28	-413.78	-398.91	971.45	1162.8	-176.48	-12.54	43.04	-180.80	77.25	113.85	
217.20	1.149	-526.05	1035.7	-476.78	1152.2	-268.24	-413.81	-398.94	971.48	1162.9	-176.44	-12.52	43.07	-180.78	77.25	113.86	
217.30	1.150	-526.11	1035.7	-476.79	1152.2	-268.24	-413.82	-398.95	971.46	1162.9	-176.44	-12.49	43.12	-180.77	77.29	113.84	
217.40	1.149	-526.07	1035.7	-476.82	1152.2	-268.24	-413.86	-398.89	971.44	1162.8	-176.48	-12.43	43.16	-180.77	77.33	113.80	
217.50	1.149	-526.03	1035.7	-476.81	1152.2	-268.21	-413.90	-398.87	971.42	1162.8	-176.46	-12.38	43.14	-180.77	77.33	113.78	
217.60	1.147	-526.07	1035.6	-476.77	1152.1	-268.18	-413.89	-398.96	971.39	1162.8	-176.42	-12.36	43.09	-180.77	77.35	113.78	
217.70	1.148	-526.06	1035.6	-476.81	1152.1	-268.21	-413.84	-399.00	971.38	1162.8	-176.46	-12.37	43.06	-180.80	77.42	113.76	
217.80	1.148	-526.02	1035.6	-476.88	1152.1	-268.23	-413.78	-399.01	971.39	1162.8	-176.45	-12.41	43.01	-180.85	77.49	113.72	
217.90	1.148	-526.01	1035.6	-476.93	1152.2	-268.25	-413.81	-399.00	971.39	1162.7	-176.38	-12.45	43.01	-180.89	77.50	113.71	
218.00	1.148	-526.03	1035.5	-476.96	1152.2	-268.26	-413.84	-398.95	971.34	1162.7	-176.38	-12.49	43.03	-180.91	77.51	113.70	
218.10	1.150	-526.06	1035.6	-476.95	1152.2	-268.25	-413.82	-398.92	971.31	1162.7	-176.37	-12.49	43.05	-180.89	77.47	113.71	
218.20	1.149	-526.08	1035.6	-476.90	1152.3	-268.24	-413.79	-398.86	971.34	1162.7	-176.43	-12.46	43.06	-180.85	77.36	113.76	
218.30	1.149	-526.01	1035.6	-476.84	1152.3	-268.25	-413.70	-398.82	971.42	1162.8	-176.49	-12.39	43.12	-180.84	77.33	113.80	
218.40	1.149	-525.93	1035.6	-476.79	1152.3	-268.27	-413.65	-398.84	971.37	1162.8	-176.47	-12.46	43.19	-180.79	77.33	113.80	
218.50	1.149	-525.92	1035.6	-476.79	1152.3	-268.26	-413.70	-398.87	971.33	1162.7	-176.44	-12.53	43.18	-180.77	77.32	113.80	
218.60	1.148	-525.95	1035.7	-476.81	1152.2	-268.27	-413.78	-398.89	971.34	1162.7	-176.43	-12.47	43.12	-180.74	77.32	113.81	
218.70	1.148	-525.98	1035.6	-476.79	1152.2	-268.30	-413.80	-398.93	971.37	1162.7	-176.37	-12.44	43.09	-180.68	77.31	113.85	
218.80	1.147	-526.01	1035.6	-476.78	1152.2	-268.25	-413.78	-398.88	971.42	1162.8	-176.35	-12.50	43.09	-180.67	77.28	113.88	
218.90	1.148	-526.01	1035.7	-476.75	1152.2	-268.21	-413.81	-398.86	971.43	1162.8	-176.40	-12.50	43.11	-180.69	77.26	113.86	
219.00	1.148	-526.06	1035.7	-476.71	1152.3	-268.21	-413.87	-398.84	971.37	1162.9	-176.43	-12.44	43.13	-180.70	77.25	113.83	
219.10	1.148	-526.06	1035.7	-476.68	1152.3	-268.22	-413.88	-398.81	971.35	1162.9	-176.45	-12.39	43.10	-180.71	77.21	113.85	
219.20	1.149	-526.04	1035.6	-476.68	1152.3	-268.22	-413.84	-398.77	971.37	1162.9	-176.48	-12.36	43.06	-180.75	77.23	113.87	
219.30	1.150	-526.04	1035.6	-476.69	1152.3	-268.19	-413.81	-398.78	971.36	1162.9	-176.48	-12.35	43.04	-180.75	77.29	113.82	
219.40	1.149	-526.06	1035.6	-476.72	1152.4	-268.18	-413.82	-398.83	971.36	1162.9	-176.45	-12.38	43.04	-180.73	77.30	113.80	
219.50	1.148	-526.09	1035.7	-476.83	1152.4	-268.22	-413.87	-398.88	971.33	1163.0	-176.45	-12.40	43.04	-180.72	77.28	113.82	
219.60	1.148	-526.04	1035.6	-476.91	1152.3	-268.26	-413.90	-398.94	971.35	1162.9	-176.43	-12.37	43.05	-180.68	77.31	113.79	
219.70	1.148	-525.98	1035.7	-476.90	1152.3	-268.27	-413.87	-398.97	971.41	1162.9	-176.43	-12.42	43.04	-180.70	77.30	113.78	
219.80	1.148	-525.98	1035.8	-476.81	1152.3	-268.28	-413.82	-398.95	971.43	1162.8	-176.42	-12.50	43.02	-180.76	77.23	113.81	
219.90	1.148	-526.02	1035.7	-476.74	1152.3	-268.25	-413.83	-398.90	971.41	1162.8	-176.42	-12.48	43.01	-180.79	77.19	113.84	
220.00	1.147	-526.04	1035.6	-476.82	1152.3	-268.22	-413.86	-398.93	971.38	1162.8	-176.45	-12.51	43.00	-180.78	77.17	113.87	
220.10	1.149	-526.05	1035.6	-476.91	1152.2	-268.21	-413.84	-398.93	971.35	1162.8	-176.47	-12.54	43.02	-180.77	77.17	113.88	
220.20	1.149	-526.03	1035.7	-476.94	1152.2	-268.23	-413.80	-398.93	971.33	1162.8	-176.47	-12.54	43.08	-180.72	77.19	113.86	
220.30	1.149	-526.03	1035.7	-476.93	1152.3	-268.20	-413.83	-398.91	971.36	1162.8	-176.43	-12.49	43.11	-180.68	77.18	113.87	
220.40	1.149	-525.98	1035.7	-476.89	1152.3	-268.21	-413.85	-398.85	971.48	1162.9	-176.38	-12.43	43.12	-180.68	77.12	113.91	
220.50	1.149	-525.90	1035.7	-476.86	1152.3	-268.26	-413.83	-398.84	971.51	1162.9	-176.39	-12.43	43.13	-180.71	77.10	113.91	
220.60	1.149	-525.88	1035.6	-476.88	1152.3	-268.31	-413.85	-398.88	971.45	1162.8	-176.42	-12.48	43.14	-180.74	77.11	113.88	
220.70	1.148	-525.93	1035.6	-476.88	1152.3	-268.26	-413.92	-398.90	971.40	1162.9	-176.42	-12.49	43.16	-180.71	77.14	113.86	
220.80	1.147	-525.89	1035.5	-476.82	1152.3	-268.18	-413.92	-398.87	971.35	1162.9	-176.40	-12.49	43.17	-180.74	77.16	113.86	
220.90	1.148	-525.89	1035.6	-476.76	1152.4	-268.16	-413.88	-398.82	971.34	1162.9	-176.39	-12.47	43.15	-180.78	77.17	113.85	
221.00	1.148	-525.94	1035.6	-476.77	1152.3	-268.16	-413.81	-398.78	971.37	1162.9	-176.40	-12.46	43.11	-180.77	77.17	113.84	
221.10	1.148	-525.99	1035.6	-476.88	1152.2	-268.15	-413.83	-398.77	971.40	1162.9	-176.43	-12.49	43.14	-180.76	77.19	113.79	
221.20	1.149	-526.03	1035.6	-476.90	1152.2	-268.17	-413.91	-398.82	971.39	1162.8	-176.43	-12.48	43.16	-180.79	77.30	113.70	
221.30	1.149	-526.03	1035.6	-476.88	1152.3	-268.24	-413.95	-398.91	971.36	1162.8	-176.43	-12.47	43.15	-180.79	77.38	113.62	
221.40	1.148	-525.97	1035.6	-476.91	1152.3	-268.28	-413.93	-399.01	971.36	1162.9	-176.41	-12.45	43.11	-180.79	77.38	113.61	
221.50	1.148	-525.97	1035.6	-476.95	1152.3	-268.28	-413.95	-398.99	971.42	1162.9	-176.41	-12.44	43.05	-180.79	77.30	113.67	
221.60	1.149	-525.98	1035.5	-476.95	1152.3	-268.28	-413.96	-398.87	971.49	1162.8	-176.43	-12.47	43.03	-180.79	77.24	113.72	
221.70	1.149	-525.97	1035.5	-476.90	1152.3	-268.28	-413.93	-398.84	971.51	1162.8	-176.44	-12.49	43.04	-180.80	77.18	113.75	
221.80	1.149	-525.92	1035.6	-476.81	1152.3	-268.28	-413.91	-398.88	971.43	1162.8	-176.44	-12.51	43.03	-180.83	77.13	113.79	
221.90	1.147	-525.90	1035.7	-476.79	1152.3	-268.25	-413.86	-398.89	971.37	1162.8	-176.48	-12.52	43.03	-180.84	77.16	113.79	
222.00	1.148	-525.92	1035.6	-476.80	1152.3	-268.19	-413.80	-398.85	971.41	1162.8	-176.44	-12.45	43.05	-180.79	77.17	113.79	
222.10	1.148	-525.98	1035.6	-476.82	1152.2	-268.18	-413.84	-398.86	971.45	1162.8	-176.37	-12.36	43.05	-180.76	77.16	113.80	
222.20	1.149	-526.04	1035.6	-476.83	1152.2	-268.20	-413.87	-398.95	971.48	1162.8	-176.39	-12.31	43.03	-180.80	77.11	113.81	
222.30	1.148	-526.03	1035.7	-476.79	1152.3	-268.22	-413.88	-398.98	971.48	1162.8	-176.43	-12.37	43.05	-180.83	77.05	113.82	
222.40	1.149	-525.94	1035.6	-476.79	1152.4	-268.22	-413.90	-398.92	971.47	1162.9	-176.43	-12.42	43.09	-180.78	77.03	113.81	
222.50	1.149	-525.94	1035.6	-476.81	1152.4	-268.24	-413.86	-398.86	971.45	1162.9	-176.39	-12.40	43.13	-180.76	77.08	113.79	
222.60	1.149	-525.99	1035.5	-476.84	1152.3	-268.24	-413.81	-398.84	971.43	1162.8	-176.35	-12.43	43.16	-180.81	77.13	113.78	
222.70	1.149	-525.98	1035.6	-476.86	1152.2	-268.25	-413.85	-398.88	971.38	1162.7	-176.33	-12.49	43.12	-180.87	77.10	113.82	
222.80	1.149	-525.97	1035.6	-476.80	1152.3	-268.27	-413.91	-398.92	971.34	1162.8	-176.35	-12.49	43.07	-180.85	77.07	113.83	
222.90	1.149	-525.96	1035.6	-476.74	1152.3	-268.28	-413.94	-398.89	971.37	1162.8	-176.37	-12.43	43.03	-180.83	77.05	113.83	
223.00	1.149	-525.99	1035.7	-476.74	1152.4	-268.28	-413.92	-398.81	971.41	1162.8	-176.43	-12.40	43.01	-180.82	77.00	113.85	
223.10	1.148	-526.03	1035.7	-476.83	1152.4	-268.29	-413.88	-398.80	971.42	1162.8	-176.51	-12.43	43.05	-180.83	76.96	113.85	
223.20	1.149	-526.04	1035.7	-476.88	1152.3	-268.28	-413.86	-398.82	971.38	1162.8	-176.55	-12.45	43.14	-180.80	76.93	113.87	
223.30	1.149	-526.07	1035.6	-476.90	1152.2	-268.26	-413.89	-398.85	971.33	1162.8	-176.52	-12.42	43.18	-180.77	76.88	113.90	
223.40	1.148	-526.06	1035.6	-476.85	1152.2	-268.22	-413.90	-398.88	971.30	1162.8	-176.49	-12.39	43.14	-180.80	76.86	113.95	
223.50	1.149	-526.01	1035.6	-476.77	1152.3	-268.15	-413.88	-398.84	971.41	1162.9	-176.52	-12.44	43.10	-180.84	76.90	113.93	
223.60	1.150	-526.02	1035.6	-476.79	1152.4	-268.17	-413.95	-398.86	971.48	1162.9	-176.53	-12.49	43.04	-180.84	76.92	113.92	
223.70	1.149	-526.05	1035.6	-476.82	1152.4	-268.22	-414.00	-398.86	971.44	1162.9	-176.48	-12.48	42.97	-180.83	76.91	113.96	
223.80	1.149	-526.06	1035.7	-476.88	1152.4	-268.24	-413.94	-398.84	971.42	1162.9	-176.41	-12.45	43.03	-180.75	76.92	113.97	
223.90	1.148	-526.00	1035.6	-476.92	1152.3	-268.21	-413.86	-398.85	971.44	1162.9	-176.36	-12.42	43.11	-180.74	76.93	113.94	
224.00	1.149	-525.94	1035.6	-476.87	1152.2	-268.23	-413.84	-398.89	971.45	1162.9	-176.40	-12.43	43.08	-180.80	76.91	113.93	
224.10	1.148	-525.96	1035.6	-476.79	1152.2	-268.27	-413.85	-398.94	971.46	1162.9	-176.44	-12.44	43.07	-180.80	76.87	113.95	
224.20	1.147	-526.01	1035.6	-476.78	1152.2	-268.27	-413.86	-398.94	971.49	1162.8	-176.45	-12.44	43.09	-180.79	76.82	113.96	
